Email,AnnualIncome,HomeOwner
YBI11291@ybifoundation.ybif,"? 70,000.00",No
YBI11292@ybifoundation.ybif,"? 70,000.00",Yes
YBI11293@ybifoundation.ybif,"? 70,000.00",No
YBI11294@ybifoundation.ybif,"? 70,000.00",Yes
YBI11295@ybifoundation.ybif,"? 70,000.00",No
YBI11296@ybifoundation.ybif,"? 70,000.00",Yes
YBI11297@ybifoundation.ybif,"? 60,000.00",No
YBI11298@ybifoundation.ybif,"? 60,000.00",Yes
YBI11299@ybifoundation.ybif,"? 40,000.00",Yes
YBI11300@ybifoundation.ybif,"? 20,000.00",Yes
YBI11301@ybifoundation.ybif,"? 20,000.00",No
YBI11302@ybifoundation.ybif,"? 20,000.00",No
YBI11303@ybifoundation.ybif,"? 30,000.00",No
YBI11304@ybifoundation.ybif,"? 40,000.00",Yes
YBI11305@ybifoundation.ybif,"? 40,000.00",Yes
YBI11306@ybifoundation.ybif,"? 40,000.00",Yes
YBI11307@ybifoundation.ybif,"? 20,000.00",No
YBI11308@ybifoundation.ybif,"? 30,000.00",No
YBI11309@ybifoundation.ybif,"? 40,000.00",Yes
YBI11310@ybifoundation.ybif,"? 40,000.00",Yes
YBI11311@ybifoundation.ybif,"? 10,000.00",No
YBI11312@ybifoundation.ybif,"? 20,000.00",Yes
YBI11313@ybifoundation.ybif,"? 20,000.00",No
YBI11314@ybifoundation.ybif,"? 20,000.00",No
YBI11315@ybifoundation.ybif,"? 30,000.00",Yes
YBI11316@ybifoundation.ybif,"? 30,000.00",No
YBI11317@ybifoundation.ybif,"? 30,000.00",No
YBI11318@ybifoundation.ybif,"? 40,000.00",Yes
YBI11319@ybifoundation.ybif,"? 30,000.00",Yes
YBI11320@ybifoundation.ybif,"? 40,000.00",Yes
YBI11321@ybifoundation.ybif,"? 40,000.00",No
YBI11322@ybifoundation.ybif,"? 40,000.00",Yes
YBI11323@ybifoundation.ybif,"? 40,000.00",Yes
YBI11324@ybifoundation.ybif,"? 40,000.00",Yes
YBI11325@ybifoundation.ybif,"? 50,000.00",Yes
YBI11326@ybifoundation.ybif,"? 50,000.00",Yes
YBI11327@ybifoundation.ybif,"? 50,000.00",Yes
YBI11328@ybifoundation.ybif,"? 20,000.00",No
YBI11329@ybifoundation.ybif,"? 30,000.00",Yes
YBI11330@ybifoundation.ybif,"? 40,000.00",Yes
YBI11331@ybifoundation.ybif,"? 60,000.00",Yes
YBI11332@ybifoundation.ybif,"? 60,000.00",Yes
YBI11333@ybifoundation.ybif,"? 60,000.00",Yes
YBI11334@ybifoundation.ybif,"? 20,000.00",No
YBI11335@ybifoundation.ybif,"? 20,000.00",No
YBI11336@ybifoundation.ybif,"? 20,000.00",No
YBI11337@ybifoundation.ybif,"? 20,000.00",No
YBI11338@ybifoundation.ybif,"? 20,000.00",No
YBI11339@ybifoundation.ybif,"? 20,000.00",No
YBI11340@ybifoundation.ybif,"? 30,000.00",Yes
YBI11341@ybifoundation.ybif,"? 30,000.00",Yes
YBI11342@ybifoundation.ybif,"? 30,000.00",Yes
YBI11343@ybifoundation.ybif,"? 40,000.00",Yes
YBI11344@ybifoundation.ybif,"? 30,000.00",No
YBI11345@ybifoundation.ybif,"? 30,000.00",Yes
YBI11346@ybifoundation.ybif,"? 30,000.00",Yes
YBI11347@ybifoundation.ybif,"? 30,000.00",Yes
YBI11348@ybifoundation.ybif,"? 30,000.00",No
YBI11349@ybifoundation.ybif,"? 30,000.00",No
YBI11350@ybifoundation.ybif,"? 30,000.00",Yes
YBI11351@ybifoundation.ybif,"? 30,000.00",No
YBI11352@ybifoundation.ybif,"? 30,000.00",No
YBI11353@ybifoundation.ybif,"? 30,000.00",Yes
YBI11354@ybifoundation.ybif,"? 30,000.00",Yes
YBI11355@ybifoundation.ybif,"? 40,000.00",Yes
YBI11356@ybifoundation.ybif,"? 40,000.00",No
YBI11357@ybifoundation.ybif,"? 40,000.00",No
YBI11358@ybifoundation.ybif,"? 40,000.00",Yes
YBI11359@ybifoundation.ybif,"? 80,000.00",No
YBI11360@ybifoundation.ybif,"? 80,000.00",Yes
YBI11361@ybifoundation.ybif,"? 80,000.00",Yes
YBI11362@ybifoundation.ybif,"? 80,000.00",No
YBI11363@ybifoundation.ybif,"? 80,000.00",No
YBI11364@ybifoundation.ybif,"? 80,000.00",Yes
YBI11365@ybifoundation.ybif,"? 40,000.00",No
YBI11366@ybifoundation.ybif,"? 60,000.00",Yes
YBI11367@ybifoundation.ybif,"? 60,000.00",Yes
YBI11368@ybifoundation.ybif,"? 50,000.00",No
YBI11369@ybifoundation.ybif,"? 50,000.00",Yes
YBI11370@ybifoundation.ybif,"? 40,000.00",Yes
YBI11371@ybifoundation.ybif,"? 40,000.00",Yes
YBI11372@ybifoundation.ybif,"? 40,000.00",Yes
YBI11373@ybifoundation.ybif,"? 50,000.00",Yes
YBI11374@ybifoundation.ybif,"? 10,000.00",Yes
YBI11375@ybifoundation.ybif,"? 10,000.00",No
YBI11376@ybifoundation.ybif,"? 10,000.00",No
YBI11377@ybifoundation.ybif,"? 10,000.00",No
YBI11378@ybifoundation.ybif,"? 10,000.00",Yes
YBI11379@ybifoundation.ybif,"? 20,000.00",Yes
YBI11380@ybifoundation.ybif,"? 20,000.00",Yes
YBI11381@ybifoundation.ybif,"? 10,000.00",Yes
YBI11382@ybifoundation.ybif,"? 20,000.00",Yes
YBI11383@ybifoundation.ybif,"? 20,000.00",Yes
YBI11384@ybifoundation.ybif,"? 20,000.00",Yes
YBI11385@ybifoundation.ybif,"? 20,000.00",Yes
YBI11386@ybifoundation.ybif,"? 20,000.00",Yes
YBI11387@ybifoundation.ybif,"? 20,000.00",Yes
YBI11388@ybifoundation.ybif,"? 10,000.00",Yes
YBI11389@ybifoundation.ybif,"? 10,000.00",Yes
YBI11390@ybifoundation.ybif,"? 20,000.00",No
YBI11391@ybifoundation.ybif,"? 20,000.00",Yes
YBI11392@ybifoundation.ybif,"? 30,000.00",Yes
YBI11393@ybifoundation.ybif,"? 10,000.00",Yes
YBI11394@ybifoundation.ybif,"? 20,000.00",Yes
YBI11395@ybifoundation.ybif,"? 10,000.00",Yes
YBI11396@ybifoundation.ybif,"? 10,000.00",No
YBI11397@ybifoundation.ybif,"? 10,000.00",Yes
YBI11398@ybifoundation.ybif,"? 10,000.00",Yes
YBI11399@ybifoundation.ybif,"? 10,000.00",Yes
YBI11400@ybifoundation.ybif,"? 10,000.00",No
YBI11401@ybifoundation.ybif,"? 10,000.00",Yes
YBI11402@ybifoundation.ybif,"? 10,000.00",Yes
YBI11403@ybifoundation.ybif,"? 10,000.00",Yes
YBI11404@ybifoundation.ybif,"? 10,000.00",No
YBI11405@ybifoundation.ybif,"? 20,000.00",Yes
YBI11406@ybifoundation.ybif,"? 20,000.00",No
YBI11407@ybifoundation.ybif,"? 20,000.00",No
YBI11408@ybifoundation.ybif,"? 20,000.00",No
YBI11409@ybifoundation.ybif,"? 20,000.00",Yes
YBI11410@ybifoundation.ybif,"? 20,000.00",No
YBI11411@ybifoundation.ybif,"? 30,000.00",No
YBI11412@ybifoundation.ybif,"? 30,000.00",No
YBI11413@ybifoundation.ybif,"? 20,000.00",Yes
YBI11414@ybifoundation.ybif,"? 30,000.00",Yes
YBI11415@ybifoundation.ybif,"? 10,000.00",No
YBI11416@ybifoundation.ybif,"? 10,000.00",No
YBI11417@ybifoundation.ybif,"? 20,000.00",No
YBI11418@ybifoundation.ybif,"? 30,000.00",No
YBI11419@ybifoundation.ybif,"? 20,000.00",No
YBI11420@ybifoundation.ybif,"? 20,000.00",Yes
YBI11421@ybifoundation.ybif,"? 20,000.00",No
YBI11422@ybifoundation.ybif,"? 30,000.00",Yes
YBI11423@ybifoundation.ybif,"? 30,000.00",No
YBI11424@ybifoundation.ybif,"? 30,000.00",No
YBI11425@ybifoundation.ybif,"? 30,000.00",Yes
YBI11426@ybifoundation.ybif,"? 40,000.00",No
YBI11427@ybifoundation.ybif,"? 10,000.00",No
YBI11428@ybifoundation.ybif,"? 10,000.00",Yes
YBI11429@ybifoundation.ybif,"? 20,000.00",No
YBI11430@ybifoundation.ybif,"? 20,000.00",No
YBI11431@ybifoundation.ybif,"? 10,000.00",Yes
YBI11432@ybifoundation.ybif,"? 30,000.00",Yes
YBI11433@ybifoundation.ybif,"? 40,000.00",No
YBI11434@ybifoundation.ybif,"? 20,000.00",No
YBI11435@ybifoundation.ybif,"? 30,000.00",Yes
YBI11436@ybifoundation.ybif,"? 30,000.00",No
YBI11437@ybifoundation.ybif,"? 30,000.00",Yes
YBI11438@ybifoundation.ybif,"? 30,000.00",Yes
YBI11439@ybifoundation.ybif,"? 40,000.00",No
YBI11440@ybifoundation.ybif,"? 40,000.00",No
YBI11441@ybifoundation.ybif,"? 40,000.00",No
YBI11442@ybifoundation.ybif,"? 40,000.00",Yes
YBI11443@ybifoundation.ybif,"? 40,000.00",Yes
YBI11444@ybifoundation.ybif,"? 40,000.00",Yes
YBI11445@ybifoundation.ybif,"? 50,000.00",Yes
YBI11446@ybifoundation.ybif,"? 50,000.00",Yes
YBI11447@ybifoundation.ybif,"? 10,000.00",Yes
YBI11448@ybifoundation.ybif,"? 10,000.00",No
YBI11449@ybifoundation.ybif,"? 10,000.00",Yes
YBI11450@ybifoundation.ybif,"? 20,000.00",No
YBI11451@ybifoundation.ybif,"? 10,000.00",No
YBI11452@ybifoundation.ybif,"? 20,000.00",No
YBI11453@ybifoundation.ybif,"? 20,000.00",Yes
YBI11454@ybifoundation.ybif,"? 20,000.00",Yes
YBI11455@ybifoundation.ybif,"? 20,000.00",No
YBI11456@ybifoundation.ybif,"? 30,000.00",Yes
YBI11457@ybifoundation.ybif,"? 40,000.00",Yes
YBI11458@ybifoundation.ybif,"? 40,000.00",Yes
YBI11459@ybifoundation.ybif,"? 20,000.00",No
YBI11460@ybifoundation.ybif,"? 20,000.00",Yes
YBI11461@ybifoundation.ybif,"? 20,000.00",Yes
YBI11462@ybifoundation.ybif,"? 20,000.00",Yes
YBI11463@ybifoundation.ybif,"? 30,000.00",Yes
YBI11464@ybifoundation.ybif,"? 30,000.00",Yes
YBI11465@ybifoundation.ybif,"? 30,000.00",No
YBI11466@ybifoundation.ybif,"? 30,000.00",Yes
YBI11467@ybifoundation.ybif,"? 10,000.00",Yes
YBI11468@ybifoundation.ybif,"? 10,000.00",Yes
YBI11469@ybifoundation.ybif,"? 20,000.00",No
YBI11470@ybifoundation.ybif,"? 20,000.00",Yes
YBI11471@ybifoundation.ybif,"? 30,000.00",Yes
YBI11472@ybifoundation.ybif,"? 30,000.00",Yes
YBI11473@ybifoundation.ybif,"? 30,000.00",Yes
YBI11474@ybifoundation.ybif,"? 30,000.00",Yes
YBI11475@ybifoundation.ybif,"? 10,000.00",Yes
YBI11476@ybifoundation.ybif,"? 10,000.00",Yes
YBI11477@ybifoundation.ybif,"? 20,000.00",Yes
YBI11478@ybifoundation.ybif,"? 20,000.00",Yes
YBI11479@ybifoundation.ybif,"? 20,000.00",Yes
YBI11480@ybifoundation.ybif,"? 20,000.00",Yes
YBI11481@ybifoundation.ybif,"? 30,000.00",Yes
YBI11482@ybifoundation.ybif,"? 30,000.00",Yes
YBI11483@ybifoundation.ybif,"? 10,000.00",No
YBI11484@ybifoundation.ybif,"? 20,000.00",Yes
YBI11485@ybifoundation.ybif,"? 20,000.00",No
YBI11486@ybifoundation.ybif,"? 20,000.00",Yes
YBI11487@ybifoundation.ybif,"? 20,000.00",No
YBI11488@ybifoundation.ybif,"? 20,000.00",Yes
YBI11489@ybifoundation.ybif,"? 30,000.00",Yes
YBI11490@ybifoundation.ybif,"? 10,000.00",Yes
YBI11491@ybifoundation.ybif,"? 20,000.00",No
YBI11492@ybifoundation.ybif,"? 10,000.00",No
YBI11493@ybifoundation.ybif,"? 40,000.00",No
YBI11494@ybifoundation.ybif,"? 40,000.00",Yes
YBI11495@ybifoundation.ybif,"? 40,000.00",Yes
YBI11496@ybifoundation.ybif,"? 60,000.00",No
YBI11497@ybifoundation.ybif,"? 30,000.00",No
YBI11498@ybifoundation.ybif,"? 30,000.00",Yes
YBI11499@ybifoundation.ybif,"? 30,000.00",No
YBI11500@ybifoundation.ybif,"? 40,000.00",Yes
YBI11501@ybifoundation.ybif,"? 40,000.00",Yes
YBI11502@ybifoundation.ybif,"? 40,000.00",Yes
YBI11503@ybifoundation.ybif,"? 30,000.00",Yes
YBI11504@ybifoundation.ybif,"? 30,000.00",Yes
YBI11505@ybifoundation.ybif,"? 30,000.00",Yes
YBI11506@ybifoundation.ybif,"? 20,000.00",Yes
YBI11507@ybifoundation.ybif,"? 20,000.00",Yes
YBI11508@ybifoundation.ybif,"? 30,000.00",No
YBI11509@ybifoundation.ybif,"? 30,000.00",Yes
YBI11510@ybifoundation.ybif,"? 30,000.00",No
YBI11511@ybifoundation.ybif,"? 40,000.00",Yes
YBI11512@ybifoundation.ybif,"? 40,000.00",Yes
YBI11513@ybifoundation.ybif,"? 30,000.00",Yes
YBI11514@ybifoundation.ybif,"? 30,000.00",No
YBI11515@ybifoundation.ybif,"? 40,000.00",Yes
YBI11516@ybifoundation.ybif,"? 40,000.00",Yes
YBI11517@ybifoundation.ybif,"? 30,000.00",Yes
YBI11518@ybifoundation.ybif,"? 30,000.00",Yes
YBI11519@ybifoundation.ybif,"? 20,000.00",No
YBI11520@ybifoundation.ybif,"? 20,000.00",Yes
YBI11521@ybifoundation.ybif,"? 10,000.00",No
YBI11522@ybifoundation.ybif,"? 20,000.00",No
YBI11523@ybifoundation.ybif,"? 20,000.00",Yes
YBI11524@ybifoundation.ybif,"? 30,000.00",No
YBI11525@ybifoundation.ybif,"? 20,000.00",No
YBI11526@ybifoundation.ybif,"? 30,000.00",Yes
YBI11527@ybifoundation.ybif,"? 40,000.00",Yes
YBI11528@ybifoundation.ybif,"? 40,000.00",Yes
YBI11529@ybifoundation.ybif,"? 20,000.00",No
YBI11530@ybifoundation.ybif,"? 10,000.00",Yes
YBI11531@ybifoundation.ybif,"? 20,000.00",No
YBI11532@ybifoundation.ybif,"? 20,000.00",No
YBI11533@ybifoundation.ybif,"? 30,000.00",No
YBI11534@ybifoundation.ybif,"? 30,000.00",Yes
YBI11535@ybifoundation.ybif,"? 40,000.00",Yes
YBI11536@ybifoundation.ybif,"? 50,000.00",Yes
YBI11537@ybifoundation.ybif,"? 50,000.00",Yes
YBI11538@ybifoundation.ybif,"? 40,000.00",Yes
YBI11539@ybifoundation.ybif,"? 70,000.00",Yes
YBI11540@ybifoundation.ybif,"? 70,000.00",Yes
YBI11541@ybifoundation.ybif,"? 70,000.00",Yes
YBI11542@ybifoundation.ybif,"? 10,000.00",Yes
YBI11543@ybifoundation.ybif,"? 20,000.00",Yes
YBI11544@ybifoundation.ybif,"? 20,000.00",No
YBI11545@ybifoundation.ybif,"? 30,000.00",No
YBI11546@ybifoundation.ybif,"? 10,000.00",No
YBI11547@ybifoundation.ybif,"? 20,000.00",Yes
YBI11548@ybifoundation.ybif,"? 20,000.00",Yes
YBI11549@ybifoundation.ybif,"? 10,000.00",No
YBI11550@ybifoundation.ybif,"? 10,000.00",Yes
YBI11551@ybifoundation.ybif,"? 10,000.00",Yes
YBI11552@ybifoundation.ybif,"? 10,000.00",Yes
YBI11553@ybifoundation.ybif,"? 10,000.00",No
YBI11554@ybifoundation.ybif,"? 10,000.00",Yes
YBI11555@ybifoundation.ybif,"? 10,000.00",No
YBI11556@ybifoundation.ybif,"? 20,000.00",Yes
YBI11557@ybifoundation.ybif,"? 20,000.00",No
YBI11558@ybifoundation.ybif,"? 10,000.00",Yes
YBI11559@ybifoundation.ybif,"? 20,000.00",Yes
YBI11560@ybifoundation.ybif,"? 20,000.00",Yes
YBI11561@ybifoundation.ybif,"? 30,000.00",Yes
YBI11562@ybifoundation.ybif,"? 30,000.00",Yes
YBI11563@ybifoundation.ybif,"? 10,000.00",Yes
YBI11564@ybifoundation.ybif,"? 10,000.00",Yes
YBI11565@ybifoundation.ybif,"? 10,000.00",No
YBI11566@ybifoundation.ybif,"? 10,000.00",No
YBI11567@ybifoundation.ybif,"? 20,000.00",No
YBI11568@ybifoundation.ybif,"? 20,000.00",No
YBI11569@ybifoundation.ybif,"? 20,000.00",Yes
YBI11570@ybifoundation.ybif,"? 10,000.00",No
YBI11571@ybifoundation.ybif,"? 10,000.00",No
YBI11572@ybifoundation.ybif,"? 10,000.00",No
YBI11573@ybifoundation.ybif,"? 20,000.00",No
YBI11574@ybifoundation.ybif,"? 20,000.00",No
YBI11575@ybifoundation.ybif,"? 20,000.00",Yes
YBI11576@ybifoundation.ybif,"? 20,000.00",Yes
YBI11577@ybifoundation.ybif,"? 30,000.00",No
YBI11578@ybifoundation.ybif,"? 30,000.00",No
YBI11579@ybifoundation.ybif,"? 20,000.00",No
YBI11580@ybifoundation.ybif,"? 20,000.00",Yes
YBI11581@ybifoundation.ybif,"? 20,000.00",Yes
YBI11582@ybifoundation.ybif,"? 20,000.00",No
YBI11583@ybifoundation.ybif,"? 30,000.00",No
YBI11584@ybifoundation.ybif,"? 30,000.00",Yes
YBI11585@ybifoundation.ybif,"? 30,000.00",No
YBI11586@ybifoundation.ybif,"? 30,000.00",No
YBI11587@ybifoundation.ybif,"? 40,000.00",Yes
YBI11588@ybifoundation.ybif,"? 30,000.00",Yes
YBI11589@ybifoundation.ybif,"? 30,000.00",Yes
YBI11590@ybifoundation.ybif,"? 30,000.00",No
YBI11591@ybifoundation.ybif,"? 40,000.00",No
YBI11592@ybifoundation.ybif,"? 30,000.00",Yes
YBI11593@ybifoundation.ybif,"? 30,000.00",No
YBI11594@ybifoundation.ybif,"? 10,000.00",Yes
YBI11595@ybifoundation.ybif,"? 10,000.00",Yes
YBI11596@ybifoundation.ybif,"? 20,000.00",Yes
YBI11597@ybifoundation.ybif,"? 20,000.00",No
YBI11598@ybifoundation.ybif,"? 20,000.00",Yes
YBI11599@ybifoundation.ybif,"? 20,000.00",No
YBI11600@ybifoundation.ybif,"? 10,000.00",Yes
YBI11601@ybifoundation.ybif,"? 30,000.00",Yes
YBI11602@ybifoundation.ybif,"? 30,000.00",Yes
YBI11603@ybifoundation.ybif,"? 40,000.00",Yes
YBI11604@ybifoundation.ybif,"? 20,000.00",No
YBI11605@ybifoundation.ybif,"? 20,000.00",No
YBI11606@ybifoundation.ybif,"? 30,000.00",Yes
YBI11607@ybifoundation.ybif,"? 30,000.00",No
YBI11608@ybifoundation.ybif,"? 40,000.00",Yes
YBI11609@ybifoundation.ybif,"? 40,000.00",Yes
YBI11610@ybifoundation.ybif,"? 50,000.00",No
YBI11611@ybifoundation.ybif,"? 50,000.00",No
YBI11612@ybifoundation.ybif,"? 50,000.00",Yes
YBI11613@ybifoundation.ybif,"? 10,000.00",No
YBI11614@ybifoundation.ybif,"? 10,000.00",No
YBI11615@ybifoundation.ybif,"? 10,000.00",No
YBI11616@ybifoundation.ybif,"? 10,000.00",Yes
YBI11617@ybifoundation.ybif,"? 10,000.00",Yes
YBI11618@ybifoundation.ybif,"? 20,000.00",No
YBI11619@ybifoundation.ybif,"? 20,000.00",Yes
YBI11620@ybifoundation.ybif,"? 40,000.00",Yes
YBI11621@ybifoundation.ybif,"? 30,000.00",Yes
YBI11622@ybifoundation.ybif,"? 30,000.00",No
YBI11623@ybifoundation.ybif,"? 40,000.00",Yes
YBI11624@ybifoundation.ybif,"? 40,000.00",Yes
YBI11625@ybifoundation.ybif,"? 40,000.00",Yes
YBI11626@ybifoundation.ybif,"? 40,000.00",No
YBI11627@ybifoundation.ybif,"? 40,000.00",No
YBI11628@ybifoundation.ybif,"? 40,000.00",Yes
YBI11629@ybifoundation.ybif,"? 10,000.00",Yes
YBI11630@ybifoundation.ybif,"? 20,000.00",Yes
YBI11631@ybifoundation.ybif,"? 20,000.00",Yes
YBI11632@ybifoundation.ybif,"? 20,000.00",Yes
YBI11633@ybifoundation.ybif,"? 20,000.00",No
YBI11634@ybifoundation.ybif,"? 20,000.00",Yes
YBI11635@ybifoundation.ybif,"? 30,000.00",Yes
YBI11636@ybifoundation.ybif,"? 30,000.00",No
YBI11637@ybifoundation.ybif,"? 20,000.00",No
YBI11638@ybifoundation.ybif,"? 40,000.00",No
YBI11639@ybifoundation.ybif,"? 40,000.00",No
YBI11640@ybifoundation.ybif,"? 30,000.00",No
YBI11641@ybifoundation.ybif,"? 30,000.00",No
YBI11642@ybifoundation.ybif,"? 30,000.00",No
YBI11643@ybifoundation.ybif,"? 20,000.00",Yes
YBI11644@ybifoundation.ybif,"? 20,000.00",Yes
YBI11645@ybifoundation.ybif,"? 20,000.00",Yes
YBI11646@ybifoundation.ybif,"? 20,000.00",Yes
YBI11647@ybifoundation.ybif,"? 10,000.00",Yes
YBI11648@ybifoundation.ybif,"? 10,000.00",Yes
YBI11649@ybifoundation.ybif,"? 20,000.00",Yes
YBI11650@ybifoundation.ybif,"? 20,000.00",Yes
YBI11651@ybifoundation.ybif,"? 20,000.00",No
YBI11652@ybifoundation.ybif,"? 30,000.00",Yes
YBI11653@ybifoundation.ybif,"? 30,000.00",Yes
YBI11654@ybifoundation.ybif,"? 30,000.00",Yes
YBI11655@ybifoundation.ybif,"? 40,000.00",No
YBI11656@ybifoundation.ybif,"? 40,000.00",No
YBI11657@ybifoundation.ybif,"? 40,000.00",No
YBI11658@ybifoundation.ybif,"? 40,000.00",Yes
YBI11659@ybifoundation.ybif,"? 40,000.00",No
YBI11660@ybifoundation.ybif,"? 40,000.00",Yes
YBI11661@ybifoundation.ybif,"? 30,000.00",Yes
YBI11662@ybifoundation.ybif,"? 30,000.00",Yes
YBI11663@ybifoundation.ybif,"? 30,000.00",Yes
YBI11664@ybifoundation.ybif,"? 30,000.00",Yes
YBI11665@ybifoundation.ybif,"? 30,000.00",Yes
YBI11666@ybifoundation.ybif,"? 30,000.00",Yes
YBI11667@ybifoundation.ybif,"? 30,000.00",Yes
YBI11668@ybifoundation.ybif,"? 40,000.00",Yes
YBI11669@ybifoundation.ybif,"? 40,000.00",Yes
YBI11670@ybifoundation.ybif,"? 40,000.00",Yes
YBI11671@ybifoundation.ybif,"? 30,000.00",Yes
YBI11672@ybifoundation.ybif,"? 30,000.00",No
YBI11673@ybifoundation.ybif,"? 30,000.00",Yes
YBI11674@ybifoundation.ybif,"? 40,000.00",Yes
YBI11675@ybifoundation.ybif,"? 30,000.00",Yes
YBI11676@ybifoundation.ybif,"? 30,000.00",Yes
YBI11677@ybifoundation.ybif,"? 30,000.00",No
YBI11678@ybifoundation.ybif,"? 30,000.00",No
YBI11679@ybifoundation.ybif,"? 40,000.00",Yes
YBI11680@ybifoundation.ybif,"? 40,000.00",Yes
YBI11681@ybifoundation.ybif,"? 40,000.00",Yes
YBI11682@ybifoundation.ybif,"? 40,000.00",Yes
YBI11683@ybifoundation.ybif,"? 30,000.00",Yes
YBI11684@ybifoundation.ybif,"? 20,000.00",Yes
YBI11685@ybifoundation.ybif,"? 20,000.00",No
YBI11686@ybifoundation.ybif,"? 10,000.00",No
YBI11687@ybifoundation.ybif,"? 10,000.00",Yes
YBI11688@ybifoundation.ybif,"? 10,000.00",No
YBI11689@ybifoundation.ybif,"? 20,000.00",No
YBI11690@ybifoundation.ybif,"? 20,000.00",No
YBI11691@ybifoundation.ybif,"? 20,000.00",No
YBI11692@ybifoundation.ybif,"? 20,000.00",No
YBI11693@ybifoundation.ybif,"? 20,000.00",No
YBI11694@ybifoundation.ybif,"? 30,000.00",Yes
YBI11695@ybifoundation.ybif,"? 30,000.00",No
YBI11696@ybifoundation.ybif,"? 10,000.00",Yes
YBI11697@ybifoundation.ybif,"? 20,000.00",No
YBI11698@ybifoundation.ybif,"? 20,000.00",No
YBI11699@ybifoundation.ybif,"? 30,000.00",No
YBI11700@ybifoundation.ybif,"? 30,000.00",No
YBI11701@ybifoundation.ybif,"? 70,000.00",No
YBI11702@ybifoundation.ybif,"? 90,000.00",Yes
YBI11703@ybifoundation.ybif,"? 90,000.00",Yes
YBI11704@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI11705@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI11706@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI11707@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI11708@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI11709@ybifoundation.ybif,"? 40,000.00",Yes
YBI11710@ybifoundation.ybif,"? 70,000.00",No
YBI11711@ybifoundation.ybif,"? 60,000.00",Yes
YBI11712@ybifoundation.ybif,"? 70,000.00",Yes
YBI11713@ybifoundation.ybif,"? 60,000.00",Yes
YBI11714@ybifoundation.ybif,"? 60,000.00",Yes
YBI11715@ybifoundation.ybif,"? 60,000.00",Yes
YBI11716@ybifoundation.ybif,"? 70,000.00",Yes
YBI11717@ybifoundation.ybif,"? 70,000.00",Yes
YBI11718@ybifoundation.ybif,"? 70,000.00",Yes
YBI11719@ybifoundation.ybif,"? 70,000.00",Yes
YBI11720@ybifoundation.ybif,"? 80,000.00",Yes
YBI11721@ybifoundation.ybif,"? 80,000.00",No
YBI11722@ybifoundation.ybif,"? 40,000.00",Yes
YBI11723@ybifoundation.ybif,"? 40,000.00",No
YBI11724@ybifoundation.ybif,"? 70,000.00",Yes
YBI11725@ybifoundation.ybif,"? 70,000.00",Yes
YBI11726@ybifoundation.ybif,"? 70,000.00",Yes
YBI11727@ybifoundation.ybif,"? 40,000.00",No
YBI11728@ybifoundation.ybif,"? 40,000.00",Yes
YBI11729@ybifoundation.ybif,"? 40,000.00",No
YBI11730@ybifoundation.ybif,"? 40,000.00",Yes
YBI11731@ybifoundation.ybif,"? 40,000.00",No
YBI11732@ybifoundation.ybif,"? 40,000.00",Yes
YBI11733@ybifoundation.ybif,"? 70,000.00",Yes
YBI11734@ybifoundation.ybif,"? 70,000.00",Yes
YBI11735@ybifoundation.ybif,"? 70,000.00",Yes
YBI11736@ybifoundation.ybif,"? 70,000.00",Yes
YBI11737@ybifoundation.ybif,"? 70,000.00",Yes
YBI11738@ybifoundation.ybif,"? 60,000.00",No
YBI11739@ybifoundation.ybif,"? 60,000.00",No
YBI11740@ybifoundation.ybif,"? 70,000.00",No
YBI11741@ybifoundation.ybif,"? 70,000.00",Yes
YBI11742@ybifoundation.ybif,"? 70,000.00",Yes
YBI11743@ybifoundation.ybif,"? 70,000.00",Yes
YBI11744@ybifoundation.ybif,"? 70,000.00",Yes
YBI11745@ybifoundation.ybif,"? 60,000.00",No
YBI11746@ybifoundation.ybif,"? 60,000.00",Yes
YBI11747@ybifoundation.ybif,"? 60,000.00",No
YBI11748@ybifoundation.ybif,"? 60,000.00",Yes
YBI11749@ybifoundation.ybif,"? 60,000.00",Yes
YBI11750@ybifoundation.ybif,"? 60,000.00",Yes
YBI11751@ybifoundation.ybif,"? 60,000.00",Yes
YBI11752@ybifoundation.ybif,"? 60,000.00",Yes
YBI11753@ybifoundation.ybif,"? 60,000.00",Yes
YBI11754@ybifoundation.ybif,"? 60,000.00",Yes
YBI11755@ybifoundation.ybif,"? 60,000.00",Yes
YBI11756@ybifoundation.ybif,"? 60,000.00",Yes
YBI11757@ybifoundation.ybif,"? 70,000.00",Yes
YBI11758@ybifoundation.ybif,"? 40,000.00",No
YBI11759@ybifoundation.ybif,"? 40,000.00",Yes
YBI11760@ybifoundation.ybif,"? 60,000.00",Yes
YBI11761@ybifoundation.ybif,"? 60,000.00",Yes
YBI11762@ybifoundation.ybif,"? 60,000.00",Yes
YBI11763@ybifoundation.ybif,"? 70,000.00",Yes
YBI11764@ybifoundation.ybif,"? 60,000.00",Yes
YBI11765@ybifoundation.ybif,"? 60,000.00",Yes
YBI11766@ybifoundation.ybif,"? 60,000.00",Yes
YBI11767@ybifoundation.ybif,"? 60,000.00",Yes
