UserId,Email,Gender,BirthDate,MaritalStatus,TotalChildren
YBI8343,YBI8343@ybifoundation.ybif,Male,07-12-1970,Married,0
YBI8344,YBI8344@ybifoundation.ybif,Female,28-08-1970,Married,0
YBI8345,YBI8345@ybifoundation.ybif,Male,07-09-1970,Married,0
YBI8346,YBI8346@ybifoundation.ybif,Female,26-07-1969,Single,2
YBI8347,YBI8347@ybifoundation.ybif,Male,04-01-1969,Single,0
YBI8348,YBI8348@ybifoundation.ybif,Male,21-08-1969,Single,0
YBI8349,YBI8349@ybifoundation.ybif,Female,11-10-1969,Single,0
YBI8350,YBI8350@ybifoundation.ybif,Female,12-10-1969,Married,0
YBI8351,YBI8351@ybifoundation.ybif,Male,10-04-1952,Married,3
YBI8352,YBI8352@ybifoundation.ybif,Female,01-03-1952,Married,2
YBI8353,YBI8353@ybifoundation.ybif,Male,11-08-1951,Single,3
YBI8354,YBI8354@ybifoundation.ybif,Male,11-10-1951,Married,3
YBI8355,YBI8355@ybifoundation.ybif,Female,10-07-1953,Single,2
YBI8356,YBI8356@ybifoundation.ybif,Female,22-02-1968,Single,2
YBI8357,YBI8357@ybifoundation.ybif,Female,14-02-1968,Married,3
YBI8358,YBI8358@ybifoundation.ybif,Male,08-09-1968,Married,1
YBI8359,YBI8359@ybifoundation.ybif,Female,18-04-1968,Married,1
YBI8360,YBI8360@ybifoundation.ybif,Male,22-11-1968,Married,1
YBI8361,YBI8361@ybifoundation.ybif,Female,16-04-1968,Married,0
YBI8362,YBI8362@ybifoundation.ybif,Female,26-03-1968,Married,0
YBI8363,YBI8363@ybifoundation.ybif,Female,19-01-1968,Married,0
YBI8364,YBI8364@ybifoundation.ybif,Male,11-03-1967,Single,3
YBI8365,YBI8365@ybifoundation.ybif,Male,16-03-1967,Single,3
YBI8366,YBI8366@ybifoundation.ybif,Male,03-09-1967,Single,1
YBI8367,YBI8367@ybifoundation.ybif,Male,24-05-1967,Married,1
YBI8368,YBI8368@ybifoundation.ybif,Female,16-03-1967,Single,1
YBI8369,YBI8369@ybifoundation.ybif,Male,02-06-1967,Single,1
YBI8370,YBI8370@ybifoundation.ybif,Male,02-02-1967,Single,1
YBI8371,YBI8371@ybifoundation.ybif,Female,03-11-1966,Single,1
YBI8372,YBI8372@ybifoundation.ybif,Male,12-08-1966,Married,1
YBI8373,YBI8373@ybifoundation.ybif,Male,17-04-1966,Single,1
YBI8374,YBI8374@ybifoundation.ybif,Male,13-03-1967,Married,0
YBI8375,YBI8375@ybifoundation.ybif,Female,10-10-1967,Married,0
YBI8376,YBI8376@ybifoundation.ybif,Female,15-03-1967,Married,0
YBI8377,YBI8377@ybifoundation.ybif,Male,14-09-1966,Married,1
YBI8378,YBI8378@ybifoundation.ybif,Female,03-08-1966,Married,1
YBI8379,YBI8379@ybifoundation.ybif,Male,13-03-1965,Single,4
YBI8380,YBI8380@ybifoundation.ybif,Female,20-10-1965,Single,2
YBI8381,YBI8381@ybifoundation.ybif,Male,02-04-1965,Single,2
YBI8382,YBI8382@ybifoundation.ybif,Male,03-09-1965,Single,2
YBI8383,YBI8383@ybifoundation.ybif,Male,18-07-1965,Married,1
YBI8384,YBI8384@ybifoundation.ybif,Female,14-07-1965,Married,1
YBI8385,YBI8385@ybifoundation.ybif,Female,06-04-1964,Single,3
YBI8386,YBI8386@ybifoundation.ybif,Male,17-08-1964,Single,3
YBI8387,YBI8387@ybifoundation.ybif,Male,10-03-1964,Single,3
YBI8388,YBI8388@ybifoundation.ybif,Female,15-12-1964,Single,3
YBI8389,YBI8389@ybifoundation.ybif,Female,06-04-1966,Married,0
YBI8390,YBI8390@ybifoundation.ybif,Male,23-06-1966,Married,0
YBI8391,YBI8391@ybifoundation.ybif,Female,15-02-1966,Married,0
YBI8392,YBI8392@ybifoundation.ybif,Male,24-08-1966,Married,0
YBI8393,YBI8393@ybifoundation.ybif,Female,09-04-1963,Single,2
YBI8394,YBI8394@ybifoundation.ybif,Male,03-08-1963,Single,2
YBI8395,YBI8395@ybifoundation.ybif,Female,20-12-1963,Single,2
YBI8396,YBI8396@ybifoundation.ybif,Female,22-08-1965,Married,2
YBI8397,YBI8397@ybifoundation.ybif,Female,15-10-1965,Married,1
YBI8398,YBI8398@ybifoundation.ybif,Male,04-09-1965,Married,1
YBI8399,YBI8399@ybifoundation.ybif,Female,18-03-1965,Married,1
YBI8400,YBI8400@ybifoundation.ybif,Male,12-08-1964,Single,2
YBI8401,YBI8401@ybifoundation.ybif,Female,20-03-1964,Married,1
YBI8402,YBI8402@ybifoundation.ybif,Male,22-04-1963,Single,2
YBI8403,YBI8403@ybifoundation.ybif,Male,12-11-1963,Single,2
YBI8404,YBI8404@ybifoundation.ybif,Female,13-08-1963,Single,3
YBI8405,YBI8405@ybifoundation.ybif,Female,01-03-1977,Single,0
YBI8406,YBI8406@ybifoundation.ybif,Male,08-02-1977,Single,0
YBI8407,YBI8407@ybifoundation.ybif,Male,10-11-1976,Married,4
YBI8408,YBI8408@ybifoundation.ybif,Male,26-11-1979,Single,3
YBI8409,YBI8409@ybifoundation.ybif,Male,18-06-1978,Single,0
YBI8410,YBI8410@ybifoundation.ybif,Male,20-08-1963,Married,1
YBI8411,YBI8411@ybifoundation.ybif,Female,04-04-1963,Married,1
YBI8412,YBI8412@ybifoundation.ybif,Female,25-09-1963,Married,1
YBI8413,YBI8413@ybifoundation.ybif,Male,13-08-1963,Married,1
YBI8414,YBI8414@ybifoundation.ybif,Female,04-06-1962,Single,1
YBI8415,YBI8415@ybifoundation.ybif,Male,20-10-1962,Married,1
YBI8416,YBI8416@ybifoundation.ybif,Male,03-07-1962,Married,1
YBI8417,YBI8417@ybifoundation.ybif,Female,03-04-1962,Married,1
YBI8418,YBI8418@ybifoundation.ybif,Male,17-08-1978,Single,3
YBI8419,YBI8419@ybifoundation.ybif,Female,26-03-1978,Single,4
YBI8420,YBI8420@ybifoundation.ybif,Male,02-04-1978,Single,4
YBI8421,YBI8421@ybifoundation.ybif,Male,24-06-1977,Single,0
YBI8422,YBI8422@ybifoundation.ybif,Male,07-06-1977,Single,0
YBI8423,YBI8423@ybifoundation.ybif,Female,18-06-1976,Single,0
YBI8424,YBI8424@ybifoundation.ybif,Female,12-09-1976,Single,0
YBI8425,YBI8425@ybifoundation.ybif,Female,02-04-1975,Single,0
YBI8426,YBI8426@ybifoundation.ybif,Male,28-11-1975,Single,0
YBI8427,YBI8427@ybifoundation.ybif,Female,28-04-1976,Single,0
YBI8428,YBI8428@ybifoundation.ybif,Male,26-02-1976,Single,0
YBI8429,YBI8429@ybifoundation.ybif,Male,02-05-1976,Single,0
YBI8430,YBI8430@ybifoundation.ybif,Female,23-11-1974,Single,0
YBI8431,YBI8431@ybifoundation.ybif,Female,12-01-1975,Single,0
YBI8432,YBI8432@ybifoundation.ybif,Male,25-10-1975,Married,1
YBI8433,YBI8433@ybifoundation.ybif,Male,03-03-1973,Single,0
YBI8434,YBI8434@ybifoundation.ybif,Male,05-09-1973,Single,0
YBI8435,YBI8435@ybifoundation.ybif,Female,23-01-1973,Single,0
YBI8436,YBI8436@ybifoundation.ybif,Male,25-06-1974,Single,0
YBI8437,YBI8437@ybifoundation.ybif,Female,25-03-1974,Married,0
YBI8438,YBI8438@ybifoundation.ybif,Male,27-07-1980,Single,0
YBI8439,YBI8439@ybifoundation.ybif,Male,16-05-1978,Single,0
YBI8440,YBI8440@ybifoundation.ybif,Male,03-10-1978,Single,0
YBI8441,YBI8441@ybifoundation.ybif,Male,02-10-1978,Single,0
YBI8442,YBI8442@ybifoundation.ybif,Male,16-02-1978,Single,0
YBI8443,YBI8443@ybifoundation.ybif,Male,17-11-1961,Married,4
YBI8444,YBI8444@ybifoundation.ybif,Male,16-06-1961,Married,1
YBI8445,YBI8445@ybifoundation.ybif,Male,01-06-1960,Single,4
YBI8446,YBI8446@ybifoundation.ybif,Female,11-03-1960,Single,4
YBI8447,YBI8447@ybifoundation.ybif,Male,27-08-1960,Single,0
YBI8448,YBI8448@ybifoundation.ybif,Male,09-10-1960,Single,0
YBI8449,YBI8449@ybifoundation.ybif,Male,10-10-1960,Single,0
YBI8450,YBI8450@ybifoundation.ybif,Male,11-03-1967,Single,0
YBI8451,YBI8451@ybifoundation.ybif,Male,12-06-1967,Single,0
YBI8452,YBI8452@ybifoundation.ybif,Male,21-06-1967,Single,0
YBI8453,YBI8453@ybifoundation.ybif,Female,04-06-1967,Single,0
YBI8454,YBI8454@ybifoundation.ybif,Female,15-08-1928,Married,4
YBI8455,YBI8455@ybifoundation.ybif,Female,20-08-1960,Married,1
YBI8456,YBI8456@ybifoundation.ybif,Female,08-10-1960,Married,1
YBI8457,YBI8457@ybifoundation.ybif,Female,06-02-1960,Married,1
YBI8458,YBI8458@ybifoundation.ybif,Female,21-01-1960,Married,1
YBI8459,YBI8459@ybifoundation.ybif,Female,09-02-1960,Married,1
YBI8460,YBI8460@ybifoundation.ybif,Female,02-04-1959,Married,4
YBI8461,YBI8461@ybifoundation.ybif,Male,27-09-1959,Married,1
YBI8462,YBI8462@ybifoundation.ybif,Male,05-09-1958,Single,3
YBI8463,YBI8463@ybifoundation.ybif,Female,26-04-1958,Married,3
YBI8464,YBI8464@ybifoundation.ybif,Male,13-06-1960,Married,3
YBI8465,YBI8465@ybifoundation.ybif,Female,21-01-1960,Married,3
YBI8466,YBI8466@ybifoundation.ybif,Female,08-10-1959,Married,0
YBI8467,YBI8467@ybifoundation.ybif,Male,11-06-1959,Single,3
YBI8468,YBI8468@ybifoundation.ybif,Female,26-08-1959,Single,3
YBI8469,YBI8469@ybifoundation.ybif,Male,09-09-1970,Single,1
YBI8470,YBI8470@ybifoundation.ybif,Female,19-11-1970,Single,0
YBI8471,YBI8471@ybifoundation.ybif,Female,07-08-1970,Single,0
YBI8472,YBI8472@ybifoundation.ybif,Male,15-07-1969,Single,2
YBI8473,YBI8473@ybifoundation.ybif,Male,28-08-1969,Married,2
YBI8474,YBI8474@ybifoundation.ybif,Male,14-06-1970,Single,0
YBI8475,YBI8475@ybifoundation.ybif,Male,12-03-1970,Single,0
YBI8476,YBI8476@ybifoundation.ybif,Male,27-04-1970,Married,0
YBI8477,YBI8477@ybifoundation.ybif,Male,05-09-1970,Single,0
YBI8478,YBI8478@ybifoundation.ybif,Female,13-07-1920,Married,2
YBI8479,YBI8479@ybifoundation.ybif,Female,19-08-1969,Single,0
YBI8480,YBI8480@ybifoundation.ybif,Male,13-09-1969,Single,0
YBI8481,YBI8481@ybifoundation.ybif,Female,02-12-1969,Married,0
YBI8482,YBI8482@ybifoundation.ybif,Male,22-07-1969,Single,0
YBI8483,YBI8483@ybifoundation.ybif,Male,20-07-1969,Married,0
YBI8484,YBI8484@ybifoundation.ybif,Male,01-10-1969,Married,1
YBI8485,YBI8485@ybifoundation.ybif,Female,25-05-1969,Single,0
YBI8486,YBI8486@ybifoundation.ybif,Female,20-09-1969,Married,0
YBI8487,YBI8487@ybifoundation.ybif,Male,14-03-1969,Single,0
YBI8488,YBI8488@ybifoundation.ybif,Female,25-06-1969,Married,0
YBI8489,YBI8489@ybifoundation.ybif,Male,17-01-1969,Single,0
YBI8490,YBI8490@ybifoundation.ybif,Male,27-04-1969,Single,0
YBI8491,YBI8491@ybifoundation.ybif,Male,04-10-1951,Married,2
YBI8492,YBI8492@ybifoundation.ybif,Female,03-03-1968,Married,2
YBI8493,YBI8493@ybifoundation.ybif,Female,08-02-1968,Married,2
YBI8494,YBI8494@ybifoundation.ybif,Female,08-04-1968,Married,0
YBI8495,YBI8495@ybifoundation.ybif,Female,22-06-1968,Married,0
YBI8496,YBI8496@ybifoundation.ybif,Female,07-03-1967,Single,1
YBI8497,YBI8497@ybifoundation.ybif,Male,13-08-1926,Married,4
YBI8498,YBI8498@ybifoundation.ybif,Male,18-02-1967,Married,1
YBI8499,YBI8499@ybifoundation.ybif,Male,21-09-1966,Single,4
YBI8500,YBI8500@ybifoundation.ybif,Male,20-06-1967,Married,0
YBI8501,YBI8501@ybifoundation.ybif,Female,11-05-1967,Married,0
YBI8502,YBI8502@ybifoundation.ybif,Male,17-08-1967,Married,0
YBI8503,YBI8503@ybifoundation.ybif,Male,02-06-1967,Single,0
YBI8504,YBI8504@ybifoundation.ybif,Male,27-07-1927,Married,2
YBI8505,YBI8505@ybifoundation.ybif,Female,20-07-1927,Single,1
YBI8506,YBI8506@ybifoundation.ybif,Male,23-10-1966,Married,1
YBI8507,YBI8507@ybifoundation.ybif,Female,25-09-1966,Married,1
YBI8508,YBI8508@ybifoundation.ybif,Male,13-06-1966,Married,1
YBI8509,YBI8509@ybifoundation.ybif,Female,20-10-1965,Single,4
YBI8510,YBI8510@ybifoundation.ybif,Female,17-10-1965,Single,2
YBI8511,YBI8511@ybifoundation.ybif,Female,20-11-1965,Married,1
YBI8512,YBI8512@ybifoundation.ybif,Male,08-11-1929,Married,4
YBI8513,YBI8513@ybifoundation.ybif,Female,05-03-1929,Single,4
YBI8514,YBI8514@ybifoundation.ybif,Female,21-01-1964,Married,3
YBI8515,YBI8515@ybifoundation.ybif,Female,11-04-1964,Single,3
YBI8516,YBI8516@ybifoundation.ybif,Male,08-08-1963,Single,3
YBI8517,YBI8517@ybifoundation.ybif,Female,14-02-1963,Single,3
YBI8518,YBI8518@ybifoundation.ybif,Female,13-09-1963,Single,3
YBI8519,YBI8519@ybifoundation.ybif,Male,03-05-1963,Single,3
YBI8520,YBI8520@ybifoundation.ybif,Female,12-02-1963,Single,3
YBI8521,YBI8521@ybifoundation.ybif,Male,26-08-1963,Single,3
YBI8522,YBI8522@ybifoundation.ybif,Female,05-10-1966,Single,0
YBI8523,YBI8523@ybifoundation.ybif,Female,03-03-1966,Married,0
YBI8524,YBI8524@ybifoundation.ybif,Female,25-10-1966,Married,0
YBI8525,YBI8525@ybifoundation.ybif,Male,22-08-1966,Married,0
YBI8526,YBI8526@ybifoundation.ybif,Female,25-12-1966,Married,0
YBI8527,YBI8527@ybifoundation.ybif,Female,08-06-1963,Single,4
YBI8528,YBI8528@ybifoundation.ybif,Female,11-10-1962,Married,1
YBI8529,YBI8529@ybifoundation.ybif,Male,15-05-1962,Married,1
YBI8530,YBI8530@ybifoundation.ybif,Male,19-06-1962,Married,1
YBI8531,YBI8531@ybifoundation.ybif,Male,26-02-1965,Married,2
YBI8532,YBI8532@ybifoundation.ybif,Male,02-11-1965,Single,2
YBI8533,YBI8533@ybifoundation.ybif,Female,28-03-1965,Married,1
YBI8534,YBI8534@ybifoundation.ybif,Male,14-07-1964,Married,2
YBI8535,YBI8535@ybifoundation.ybif,Female,12-06-1964,Single,2
YBI8536,YBI8536@ybifoundation.ybif,Female,06-02-1964,Single,2
YBI8537,YBI8537@ybifoundation.ybif,Female,16-11-1964,Single,2
YBI8538,YBI8538@ybifoundation.ybif,Male,14-06-1964,Single,2
YBI8539,YBI8539@ybifoundation.ybif,Male,18-04-1964,Single,2
YBI8540,YBI8540@ybifoundation.ybif,Female,12-05-1964,Married,1
YBI8541,YBI8541@ybifoundation.ybif,Male,20-03-1979,Single,4
YBI8542,YBI8542@ybifoundation.ybif,Male,04-05-1979,Single,4
YBI8543,YBI8543@ybifoundation.ybif,Male,09-01-1979,Single,3
YBI8544,YBI8544@ybifoundation.ybif,Male,26-04-1979,Single,3
YBI8545,YBI8545@ybifoundation.ybif,Female,03-02-1979,Single,3
YBI8546,YBI8546@ybifoundation.ybif,Male,23-11-1963,Married,1
YBI8547,YBI8547@ybifoundation.ybif,Male,17-05-1963,Married,1
YBI8548,YBI8548@ybifoundation.ybif,Female,03-02-1962,Married,1
YBI8549,YBI8549@ybifoundation.ybif,Female,26-03-1962,Married,1
YBI8550,YBI8550@ybifoundation.ybif,Male,13-08-1962,Married,1
YBI8551,YBI8551@ybifoundation.ybif,Male,12-03-1978,Single,4
YBI8552,YBI8552@ybifoundation.ybif,Female,13-06-1978,Single,4
YBI8553,YBI8553@ybifoundation.ybif,Male,11-12-1977,Single,5
YBI8554,YBI8554@ybifoundation.ybif,Male,01-11-1975,Married,0
YBI8555,YBI8555@ybifoundation.ybif,Female,19-01-1976,Single,0
YBI8556,YBI8556@ybifoundation.ybif,Female,19-05-1976,Single,0
YBI8557,YBI8557@ybifoundation.ybif,Male,19-05-1976,Single,0
YBI8558,YBI8558@ybifoundation.ybif,Male,11-07-1976,Married,0
YBI8559,YBI8559@ybifoundation.ybif,Male,06-06-1974,Married,0
YBI8560,YBI8560@ybifoundation.ybif,Female,20-11-1974,Single,0
YBI8561,YBI8561@ybifoundation.ybif,Female,17-02-1975,Single,0
YBI8562,YBI8562@ybifoundation.ybif,Female,09-01-1975,Single,0
YBI8563,YBI8563@ybifoundation.ybif,Male,22-09-1975,Single,0
YBI8564,YBI8564@ybifoundation.ybif,Male,10-01-1975,Single,0
YBI8565,YBI8565@ybifoundation.ybif,Female,18-10-1973,Single,0
YBI8566,YBI8566@ybifoundation.ybif,Female,20-02-1973,Married,0
YBI8567,YBI8567@ybifoundation.ybif,Female,25-03-1973,Single,0
YBI8568,YBI8568@ybifoundation.ybif,Male,13-02-1980,Married,0
YBI8569,YBI8569@ybifoundation.ybif,Female,23-02-1978,Single,0
YBI8570,YBI8570@ybifoundation.ybif,Female,03-02-1978,Single,0
YBI8571,YBI8571@ybifoundation.ybif,Female,24-05-1960,Single,0
YBI8572,YBI8572@ybifoundation.ybif,Female,04-07-1967,Single,0
YBI8573,YBI8573@ybifoundation.ybif,Male,16-06-1967,Single,0
YBI8574,YBI8574@ybifoundation.ybif,Female,14-05-1967,Single,0
YBI8575,YBI8575@ybifoundation.ybif,Female,09-08-1967,Single,0
YBI8576,YBI8576@ybifoundation.ybif,Female,04-07-1967,Single,0
YBI8577,YBI8577@ybifoundation.ybif,Male,06-10-1967,Single,0
YBI8578,YBI8578@ybifoundation.ybif,Female,01-02-1967,Single,0
YBI8579,YBI8579@ybifoundation.ybif,Female,05-04-1967,Single,0
YBI8580,YBI8580@ybifoundation.ybif,Male,24-06-1967,Single,0
YBI8581,YBI8581@ybifoundation.ybif,Male,22-07-1967,Single,0
YBI8582,YBI8582@ybifoundation.ybif,Female,10-05-1960,Married,1
YBI8583,YBI8583@ybifoundation.ybif,Female,05-10-1960,Married,1
YBI8584,YBI8584@ybifoundation.ybif,Male,09-04-1960,Married,1
YBI8585,YBI8585@ybifoundation.ybif,Female,27-09-1959,Married,1
YBI8586,YBI8586@ybifoundation.ybif,Female,03-10-1959,Married,4
YBI8587,YBI8587@ybifoundation.ybif,Female,09-03-1959,Married,4
YBI8588,YBI8588@ybifoundation.ybif,Male,21-07-1959,Married,1
YBI8589,YBI8589@ybifoundation.ybif,Male,11-07-1959,Married,5
YBI8590,YBI8590@ybifoundation.ybif,Female,08-03-1959,Married,5
YBI8591,YBI8591@ybifoundation.ybif,Male,22-10-1958,Single,1
YBI8592,YBI8592@ybifoundation.ybif,Male,09-06-1958,Single,1
YBI8593,YBI8593@ybifoundation.ybif,Female,15-02-1958,Married,1
YBI8594,YBI8594@ybifoundation.ybif,Female,18-10-1958,Married,1
YBI8595,YBI8595@ybifoundation.ybif,Male,21-08-1958,Married,1
YBI8596,YBI8596@ybifoundation.ybif,Male,10-10-1958,Married,1
YBI8597,YBI8597@ybifoundation.ybif,Male,02-02-1958,Married,5
YBI8598,YBI8598@ybifoundation.ybif,Female,07-07-1958,Married,5
YBI8599,YBI8599@ybifoundation.ybif,Female,05-10-1958,Married,5
YBI8600,YBI8600@ybifoundation.ybif,Male,06-10-1958,Single,5
YBI8601,YBI8601@ybifoundation.ybif,Male,21-01-1969,Married,1
YBI8602,YBI8602@ybifoundation.ybif,Female,03-07-1969,Married,1
YBI8603,YBI8603@ybifoundation.ybif,Female,08-09-1968,Single,2
YBI8604,YBI8604@ybifoundation.ybif,Female,08-03-1970,Married,4
YBI8605,YBI8605@ybifoundation.ybif,Male,17-12-1970,Married,5
YBI8606,YBI8606@ybifoundation.ybif,Male,27-04-1970,Married,2
YBI8607,YBI8607@ybifoundation.ybif,Male,20-05-1970,Married,2
YBI8608,YBI8608@ybifoundation.ybif,Female,22-09-1968,Single,2
YBI8609,YBI8609@ybifoundation.ybif,Female,16-10-1968,Married,2
YBI8610,YBI8610@ybifoundation.ybif,Male,15-12-1968,Married,2
YBI8611,YBI8611@ybifoundation.ybif,Female,07-02-1968,Married,2
YBI8612,YBI8612@ybifoundation.ybif,Male,05-02-1968,Single,5
YBI8613,YBI8613@ybifoundation.ybif,Female,13-06-1967,Married,5
YBI8614,YBI8614@ybifoundation.ybif,Female,06-09-1969,Married,1
YBI8615,YBI8615@ybifoundation.ybif,Female,13-12-1967,Married,5
YBI8616,YBI8616@ybifoundation.ybif,Female,14-05-1967,Married,5
YBI8617,YBI8617@ybifoundation.ybif,Female,13-08-1967,Single,5
YBI8618,YBI8618@ybifoundation.ybif,Female,21-04-1967,Married,5
YBI8619,YBI8619@ybifoundation.ybif,Female,14-11-1967,Married,5
YBI8620,YBI8620@ybifoundation.ybif,Female,10-02-1966,Single,5
YBI8621,YBI8621@ybifoundation.ybif,Male,27-08-1966,Single,5
YBI8622,YBI8622@ybifoundation.ybif,Female,20-01-1966,Single,0
YBI8623,YBI8623@ybifoundation.ybif,Male,20-08-1966,Married,0
YBI8624,YBI8624@ybifoundation.ybif,Male,14-08-1965,Married,3
YBI8625,YBI8625@ybifoundation.ybif,Female,27-08-1965,Married,3
YBI8626,YBI8626@ybifoundation.ybif,Male,04-09-1965,Married,3
YBI8627,YBI8627@ybifoundation.ybif,Male,08-02-1965,Married,5
YBI8628,YBI8628@ybifoundation.ybif,Female,25-09-1968,Single,5
YBI8629,YBI8629@ybifoundation.ybif,Male,15-05-1968,Married,5
YBI8630,YBI8630@ybifoundation.ybif,Male,08-05-1968,Single,0
YBI8631,YBI8631@ybifoundation.ybif,Female,14-11-1968,Single,0
YBI8632,YBI8632@ybifoundation.ybif,Male,06-06-1968,Single,0
YBI8633,YBI8633@ybifoundation.ybif,Female,27-06-1968,Married,5
YBI8634,YBI8634@ybifoundation.ybif,Male,04-07-1968,Married,5
YBI8635,YBI8635@ybifoundation.ybif,Male,07-09-1964,Married,3
YBI8636,YBI8636@ybifoundation.ybif,Male,23-03-1964,Married,4
YBI8637,YBI8637@ybifoundation.ybif,Male,03-03-1964,Single,0
YBI8638,YBI8638@ybifoundation.ybif,Female,25-02-1963,Single,3
YBI8639,YBI8639@ybifoundation.ybif,Female,14-10-1963,Single,3
YBI8640,YBI8640@ybifoundation.ybif,Female,18-08-1963,Single,0
YBI8641,YBI8641@ybifoundation.ybif,Male,16-03-1963,Single,0
YBI8642,YBI8642@ybifoundation.ybif,Male,11-05-1963,Single,0
YBI8643,YBI8643@ybifoundation.ybif,Male,25-09-1967,Married,4
YBI8644,YBI8644@ybifoundation.ybif,Male,04-02-1961,Married,1
YBI8645,YBI8645@ybifoundation.ybif,Female,14-08-1961,Married,1
YBI8646,YBI8646@ybifoundation.ybif,Male,17-01-1961,Married,1
YBI8647,YBI8647@ybifoundation.ybif,Male,11-04-1966,Single,0
YBI8648,YBI8648@ybifoundation.ybif,Female,19-11-1966,Single,0
YBI8649,YBI8649@ybifoundation.ybif,Female,06-09-1966,Single,0
YBI8650,YBI8650@ybifoundation.ybif,Male,27-11-1960,Married,1
YBI8651,YBI8651@ybifoundation.ybif,Male,23-05-1932,Single,3
YBI8652,YBI8652@ybifoundation.ybif,Male,21-02-1965,Single,0
YBI8653,YBI8653@ybifoundation.ybif,Male,28-10-1965,Married,5
YBI8654,YBI8654@ybifoundation.ybif,Female,22-06-1964,Single,0
YBI8655,YBI8655@ybifoundation.ybif,Female,23-06-1959,Married,1
YBI8656,YBI8656@ybifoundation.ybif,Female,15-10-1963,Single,0
YBI8657,YBI8657@ybifoundation.ybif,Male,26-02-1963,Single,0
YBI8658,YBI8658@ybifoundation.ybif,Male,20-09-1963,Single,0
YBI8659,YBI8659@ybifoundation.ybif,Male,04-08-1963,Single,0
YBI8660,YBI8660@ybifoundation.ybif,Male,03-12-1962,Single,1
YBI8661,YBI8661@ybifoundation.ybif,Female,04-06-1962,Married,1
YBI8662,YBI8662@ybifoundation.ybif,Male,16-03-1962,Married,5
YBI8663,YBI8663@ybifoundation.ybif,Male,10-05-1962,Married,5
YBI8664,YBI8664@ybifoundation.ybif,Male,11-11-1962,Married,5
YBI8665,YBI8665@ybifoundation.ybif,Male,16-11-1961,Single,1
YBI8666,YBI8666@ybifoundation.ybif,Female,06-06-1958,Married,5
YBI8667,YBI8667@ybifoundation.ybif,Male,26-12-1958,Married,2
YBI8668,YBI8668@ybifoundation.ybif,Female,10-11-1958,Married,4
YBI8669,YBI8669@ybifoundation.ybif,Male,09-01-1957,Married,1
YBI8670,YBI8670@ybifoundation.ybif,Male,19-03-1957,Single,1
YBI8671,YBI8671@ybifoundation.ybif,Male,08-10-1960,Married,5
YBI8672,YBI8672@ybifoundation.ybif,Female,04-02-1960,Married,5
YBI8673,YBI8673@ybifoundation.ybif,Female,07-11-1956,Single,1
YBI8674,YBI8674@ybifoundation.ybif,Female,14-02-1956,Married,1
YBI8675,YBI8675@ybifoundation.ybif,Female,13-09-1956,Married,1
YBI8676,YBI8676@ybifoundation.ybif,Male,26-03-1953,Married,2
YBI8677,YBI8677@ybifoundation.ybif,Male,23-10-1949,Single,2
YBI8678,YBI8678@ybifoundation.ybif,Female,24-08-1976,Single,0
YBI8679,YBI8679@ybifoundation.ybif,Male,11-04-1975,Married,0
YBI8680,YBI8680@ybifoundation.ybif,Female,28-10-1976,Single,0
YBI8681,YBI8681@ybifoundation.ybif,Female,17-11-1976,Married,0
YBI8682,YBI8682@ybifoundation.ybif,Male,07-07-1976,Single,0
YBI8683,YBI8683@ybifoundation.ybif,Female,26-10-1980,Married,0
YBI8684,YBI8684@ybifoundation.ybif,Male,15-03-1980,Single,0
YBI8685,YBI8685@ybifoundation.ybif,Male,17-09-1980,Married,0
YBI8686,YBI8686@ybifoundation.ybif,Male,21-03-1980,Single,0
YBI8687,YBI8687@ybifoundation.ybif,Female,09-03-1979,Single,0
YBI8688,YBI8688@ybifoundation.ybif,Female,23-12-1978,Married,0
YBI8689,YBI8689@ybifoundation.ybif,Female,20-09-1977,Single,0
YBI8690,YBI8690@ybifoundation.ybif,Male,18-01-1977,Married,0
YBI8691,YBI8691@ybifoundation.ybif,Male,05-07-1979,Single,0
YBI8692,YBI8692@ybifoundation.ybif,Female,18-10-1979,Single,0
YBI8693,YBI8693@ybifoundation.ybif,Female,04-10-1979,Single,0
YBI8694,YBI8694@ybifoundation.ybif,Female,26-08-1979,Single,0
YBI8695,YBI8695@ybifoundation.ybif,Female,27-04-1939,Married,2
YBI8696,YBI8696@ybifoundation.ybif,Male,14-11-1939,Married,2
YBI8697,YBI8697@ybifoundation.ybif,Male,16-11-1942,Single,2
YBI8698,YBI8698@ybifoundation.ybif,Female,15-03-1942,Married,2
YBI8699,YBI8699@ybifoundation.ybif,Male,17-04-1976,Married,0
YBI8700,YBI8700@ybifoundation.ybif,Female,14-11-1976,Single,0
YBI8701,YBI8701@ybifoundation.ybif,Female,23-08-1974,Married,0
YBI8702,YBI8702@ybifoundation.ybif,Female,22-03-1972,Single,0
YBI8703,YBI8703@ybifoundation.ybif,Male,04-04-1968,Single,4
YBI8704,YBI8704@ybifoundation.ybif,Male,22-11-1963,Single,0
YBI8705,YBI8705@ybifoundation.ybif,Male,04-02-1963,Married,4
YBI8706,YBI8706@ybifoundation.ybif,Male,25-02-1968,Single,4
YBI8707,YBI8707@ybifoundation.ybif,Female,20-05-1968,Married,4
YBI8708,YBI8708@ybifoundation.ybif,Male,15-11-1968,Married,4
YBI8709,YBI8709@ybifoundation.ybif,Male,17-07-1968,Single,3
