OrderID,Date,Category,SubCategory,Customer,State,Region,Payment,Sales,Qty,Profit
2511,13-01-2024,Home,Decor,Nakul Buch,Gujarat,North,Card,10140.9,3,847.08
2512,15-10-2023,Grocery,Snacks,Dhruv Shanker,Tamil Nadu,East,UPI,1622.39,1,-254.89
2513,17-02-2025,Electronics,Laptops,Christopher Bedi,Delhi,East,COD,22334.17,3,1875.47
2514,19-07-2025,Grocery,Staples,Urmi Shroff,UP,East,UPI,15758.38,5,-1536.72
2515,22-01-2024,Electronics,Mobiles,Gaurika Bumb,Gujarat,North,COD,31683.1,5,5073.03
2516,15-09-2025,Grocery,Snacks,Nitesh Thakur,Karnataka,East,COD,41962.51,2,2678.01
2517,07-07-2024,Fashion,Women,Ekanta Mohan,Karnataka,North,Card,26606.88,1,-2648.93
2518,14-02-2024,Electronics,Laptops,Finn Raju,Karnataka,West,COD,27180.3,5,8054.16
2519,15-05-2025,Fashion,Men,Manthan Roy,Maharashtra,North,UPI,1325,4,1.11
2520,07-03-2025,Electronics,Laptops,Anjali Dugal,Maharashtra,South,UPI,9948.95,4,446.85
2521,14-10-2024,Grocery,Beverages,Oscar Jain,Maharashtra,West,Card,30155.5,3,-3227.01
2522,10-01-2024,Fashion,Kids,Chanakya Mody,Karnataka,North,COD,45574.76,5,10729.67
2523,26-01-2025,Home,Decor,Udyati Sunder,Delhi,East,UPI,9870.02,5,-714.25
2524,14-06-2025,Home,Decor,Darpan Krishna,Tamil Nadu,North,COD,11889.72,2,2452.86
2525,06-09-2024,Grocery,Snacks,Azad Kuruvilla,Gujarat,North,COD,15677.47,2,3223.78
2526,02-05-2025,Electronics,Laptops,Oscar Vig,UP,South,UPI,18770.6,1,-1368.88
2527,02-08-2024,Grocery,Snacks,Kamala Kala,Karnataka,North,UPI,33602.42,5,-3577.18
2528,02-11-2023,Grocery,Staples,Ekantika Misra,Gujarat,North,Card,6735.05,5,-220.33
2529,18-11-2024,Fashion,Men,Mahika Mammen,Maharashtra,West,Card,14922.41,2,3340.2
2530,15-01-2025,Fashion,Women,Dominic Sarma,UP,East,COD,34837.27,3,-6959.16
2531,08-03-2025,Fashion,Women,Eta Nanda,Delhi,East,UPI,1121.92,1,58.22
2532,17-04-2025,Home,Furniture,Nicholas Dhingra,Maharashtra,West,Card,3469.72,1,529.95
2533,21-04-2025,Home,Kitchen,Jalsa Kaur,Delhi,North,COD,9863.67,5,-1136.42
2534,06-04-2024,Home,Decor,Vanya Loke,Delhi,East,Card,5602.65,3,-372.8
2535,26-05-2025,Home,Furniture,Gabriel Mukhopadhyay,Maharashtra,East,COD,8620.62,5,-1389.01
2536,24-05-2025,Grocery,Snacks,Amaira Rege,Karnataka,East,Card,41660.23,3,9816.2
2537,25-12-2023,Grocery,Beverages,Aditya Mitra,Maharashtra,South,Card,17136.94,3,3188.48
2538,06-10-2023,Home,Kitchen,Kiaan Sawhney,Karnataka,South,COD,32442.17,4,4051.08
2539,19-04-2025,Electronics,Mobiles,Mohammed Bhargava,Gujarat,South,COD,16836.17,3,953.62
2540,30-01-2025,Grocery,Snacks,Anya Behl,UP,South,COD,24269.61,4,-2860.48
2541,09-12-2024,Electronics,Laptops,Dominic Gour,UP,East,UPI,2848.23,5,-151.76
2542,12-07-2025,Home,Kitchen,Joshua Chaudhary,UP,North,COD,38331.3,1,-4513.97
2543,23-01-2024,Home,Furniture,Chameli Bahri,Gujarat,West,Card,22398.2,1,-1310.03
2544,25-07-2025,Home,Furniture,Zinal Barad,Tamil Nadu,South,UPI,24419.05,4,-585.88
2545,11-04-2024,Electronics,Accessories,Xiti Chakrabarti,Maharashtra,North,Card,18127.72,3,3342.14
2546,12-09-2024,Home,Kitchen,Eta Keer,Tamil Nadu,East,COD,44996.49,2,-1288.99
2547,06-06-2025,Electronics,Mobiles,Harinakshi Tailor,Gujarat,South,UPI,34010.59,4,715.52
2548,23-10-2023,Fashion,Women,Varenya Arya,UP,West,UPI,17643.44,1,34.42
2549,12-11-2024,Grocery,Snacks,Praneel Banik,UP,North,COD,13598.13,2,3011.28
2550,26-05-2024,Fashion,Men,Yashvi Sharma,Maharashtra,South,COD,19625.58,2,3365.79
2551,02-09-2024,Home,Decor,Vedhika Rastogi,Gujarat,East,Card,29728.94,3,1385.87
2552,20-02-2025,Fashion,Men,Samuel Sandal,Gujarat,West,Card,42975.06,1,-3026.06
2553,03-03-2024,Electronics,Mobiles,Simon Brar,Karnataka,South,Card,13016.47,1,459.31
2554,21-08-2024,Fashion,Kids,Omkaar Barad,Maharashtra,South,UPI,36321.9,4,2112.69
2555,09-07-2025,Electronics,Mobiles,Abdul Gopal,Delhi,North,COD,6377.31,4,601.65
2556,28-03-2025,Home,Furniture,Mason Das,UP,West,Card,49355.04,4,11547.94
2557,29-05-2024,Electronics,Mobiles,Viraj Rai,Delhi,West,Card,28693.19,5,4558.8
2558,07-08-2024,Electronics,Accessories,Dayita Konda,Tamil Nadu,South,Card,691.45,3,143.27
2559,26-08-2025,Home,Kitchen,Jackson Loyal,UP,North,Card,21146.33,2,1525.64
2560,02-06-2025,Grocery,Beverages,Eiravati Mistry,Tamil Nadu,North,UPI,28951.58,4,8493.41
2561,29-03-2024,Home,Furniture,Bakhshi Luthra,Tamil Nadu,North,COD,48973.14,5,1058.76
2562,24-05-2025,Electronics,Accessories,Triveni Bobal,Karnataka,West,Card,2123.62,5,343.88
2563,11-03-2025,Fashion,Men,Udyati Kala,Karnataka,West,UPI,32078.4,1,4022.76
2564,03-08-2025,Electronics,Laptops,Harish Hayre,Tamil Nadu,East,UPI,11671.08,3,533.87
2565,14-07-2024,Grocery,Beverages,Watika Chad,UP,East,UPI,2711.63,4,28.44
2566,21-10-2023,Electronics,Mobiles,Falak Mukherjee,Gujarat,West,COD,42420.7,5,-3412.3
2567,12-02-2024,Grocery,Staples,Hemani Kanda,UP,East,Card,33106.12,5,-2533.33
2568,02-08-2025,Fashion,Men,Abeer Balay,Gujarat,East,UPI,37269.67,1,2539.54
2569,10-04-2025,Home,Furniture,Tanay Gulati,Gujarat,East,UPI,34054.33,1,6945.37
2570,16-01-2025,Electronics,Accessories,Ria Radhakrishnan,Karnataka,West,UPI,15237.32,4,-685.8
2571,15-04-2024,Grocery,Snacks,Yahvi Banerjee,Tamil Nadu,North,Card,13629.94,2,-749.09
2572,20-11-2024,Electronics,Laptops,Aryan Chaudhary,UP,East,COD,1458.18,1,-112.21
2573,21-12-2024,Grocery,Staples,Radhika Rana,Gujarat,South,Card,33058.3,4,-4857.78
2574,30-03-2025,Grocery,Snacks,Advik Varghese,Delhi,West,Card,24521.82,4,-793.43
2575,18-10-2024,Electronics,Laptops,Christopher Hora,Tamil Nadu,North,COD,3807.81,1,-222.53
2576,10-10-2024,Electronics,Mobiles,Raghav Dua,UP,West,Card,9090,2,1040.21
2577,28-05-2025,Grocery,Staples,Shravya Choudhry,Tamil Nadu,South,UPI,799.99,3,11.34
2578,21-02-2025,Electronics,Mobiles,Ishwar Gill,Karnataka,West,UPI,21077.93,2,-896.95
2579,26-01-2024,Grocery,Staples,Panini Mani,Maharashtra,West,UPI,14179.88,3,-108.68
2580,09-10-2023,Home,Decor,Wridesh Dugar,Tamil Nadu,West,Card,33745.41,3,6869.93
2581,23-06-2025,Fashion,Men,Isaac Sood,Tamil Nadu,South,Card,9514.05,3,-903.23
2582,14-05-2024,Grocery,Beverages,Yash Memon,Gujarat,South,Card,47566.57,3,-1248.92
2583,30-09-2024,Home,Furniture,Pranit Roy,Maharashtra,North,Card,48435.5,4,-9115.18
2584,01-09-2025,Grocery,Beverages,Kritika Ghose,Gujarat,North,Card,12792.83,2,-1194.16
2585,13-04-2025,Electronics,Mobiles,Mekhala Thakkar,Tamil Nadu,South,COD,36152.15,1,-2783.45
2586,19-03-2025,Home,Furniture,Maanas Khosla,Gujarat,East,UPI,9195.25,3,656.17
2587,05-09-2025,Electronics,Mobiles,Anjali Deol,Maharashtra,East,COD,18009.47,3,4675.94
2588,03-10-2024,Electronics,Mobiles,Peter Gaba,Delhi,West,UPI,1536.29,1,126.05
2589,29-12-2023,Home,Furniture,Tanmayi Raj,Delhi,West,UPI,11773.17,3,-163.87
2590,30-08-2024,Electronics,Accessories,Qasim Acharya,Delhi,East,UPI,34685.26,4,9191.78
2591,06-09-2024,Electronics,Laptops,Bhavika Madan,UP,South,UPI,20017.26,2,5289.54
2592,04-01-2025,Grocery,Staples,Mohini Dora,Gujarat,North,UPI,32952.69,4,-3221.6
2593,02-09-2025,Home,Decor,Ucchal Murthy,Tamil Nadu,South,COD,31463.54,5,-6050.91
2594,10-11-2023,Fashion,Kids,Vedhika Krishnan,Gujarat,North,Card,45022.78,1,4784.12
2595,05-12-2024,Fashion,Women,Gaurav Sen,Gujarat,South,COD,883.5,3,-157.25
2596,12-05-2025,Home,Kitchen,Suhani Chandran,UP,South,COD,11127.45,1,-786.66
2597,03-11-2023,Home,Kitchen,Nathan Chacko,Karnataka,South,COD,44199.72,2,5976.95
2598,07-09-2025,Home,Kitchen,Akshay Batra,Karnataka,East,Card,46679.28,1,-9252.05
2599,25-07-2025,Electronics,Accessories,Advay Pradhan,Maharashtra,North,Card,4910.75,3,330.01
2600,21-03-2025,Fashion,Men,Dhruv Parikh,Karnataka,North,Card,30773.68,1,3720.41
2601,18-07-2025,Electronics,Laptops,Edhitha Ramachandran,Gujarat,North,Card,21639.23,4,-2777.11
2602,22-03-2024,Grocery,Beverages,Vrinda Shere,Maharashtra,East,Card,18894.91,2,2800.6
2603,27-10-2023,Electronics,Accessories,Forum Trivedi,Maharashtra,North,COD,32557.08,1,4441.64
2604,04-06-2025,Grocery,Snacks,Kai Kurian,Karnataka,West,Card,1576.84,5,28.43
2605,15-04-2024,Electronics,Laptops,Chandran Mand,Gujarat,East,UPI,828.78,5,140.83
2606,22-06-2025,Home,Furniture,Aadi Rama,UP,South,Card,12587.9,3,-1962.03
2607,05-03-2024,Electronics,Laptops,Omisha Varma,UP,East,Card,37810.76,1,6887.8
2608,19-02-2025,Grocery,Snacks,Nakul Bahri,Maharashtra,South,Card,48646.72,2,8513.13
2609,08-11-2024,Electronics,Accessories,Peter Nagi,Gujarat,South,COD,42184.09,4,-2869.99
2610,08-07-2024,Home,Decor,Shaurya Nagarajan,UP,South,COD,33281.27,3,3802.52
2611,09-12-2023,Home,Decor,Devansh Sangha,Karnataka,North,UPI,41409.22,2,11966.97
2612,28-09-2024,Grocery,Staples,Daksha Pandey,Maharashtra,West,COD,12189.18,3,2161.81
2613,29-08-2025,Grocery,Beverages,Anjali Lala,Tamil Nadu,East,UPI,22011.69,4,-3238.25
2614,29-10-2023,Home,Kitchen,Osha Deshmukh,Gujarat,West,UPI,10773.45,2,1109.22
2615,08-11-2024,Fashion,Women,Gunbir Garg,Gujarat,North,Card,42281.44,1,3584.93
2616,10-08-2024,Home,Kitchen,Chaitaly Rajagopalan,UP,East,UPI,39374.09,3,5855.25
2617,26-08-2025,Grocery,Staples,Anika Behl,Delhi,North,Card,41169.22,2,3644.71
2618,25-10-2024,Fashion,Women,Pooja Dalal,Maharashtra,South,Card,12720.05,4,-2000.57
2619,06-03-2025,Fashion,Men,Luke Luthra,Tamil Nadu,East,COD,41155.28,5,7835.37
2620,28-09-2023,Grocery,Snacks,Neha Mani,Delhi,West,Card,5059.65,2,187.17
2621,06-11-2024,Home,Furniture,Ijaya Kanda,Karnataka,West,Card,22536.63,1,5969.98
2622,27-11-2024,Electronics,Laptops,Ekani Mittal,Maharashtra,South,COD,26070.92,3,-2561.91
2623,14-06-2025,Electronics,Mobiles,Vasudha Sha,Tamil Nadu,West,Card,5681.73,2,1053.62
2624,14-03-2025,Home,Decor,Shravya Tank,Gujarat,West,UPI,1735.18,3,-101.92
2625,19-07-2024,Grocery,Snacks,Dominic Ganesh,Karnataka,East,UPI,47796.61,2,3545.92
2626,24-12-2024,Fashion,Kids,Vedhika Tripathi,UP,West,COD,2521.72,5,-248.66
2627,24-11-2023,Electronics,Mobiles,Balvan Varghese,Maharashtra,North,UPI,29805.27,5,-5712.39
2628,03-02-2025,Grocery,Snacks,Riya Raman,Tamil Nadu,West,UPI,17094.99,1,3032.37
2629,25-12-2023,Grocery,Staples,Ekaraj Palan,Delhi,West,COD,26257.54,3,-1765.56
2630,16-04-2024,Fashion,Women,Fiyaz Brar,Gujarat,South,COD,3834.47,5,897.32
2631,25-06-2025,Grocery,Beverages,Tanvi Saxena,Maharashtra,East,Card,39631.15,5,518.14
2632,05-05-2024,Grocery,Beverages,Faris Sengupta,UP,South,UPI,9596.26,4,459.18
2633,19-11-2024,Electronics,Laptops,Vincent Behl,Delhi,North,Card,43321.46,4,2349.29
2634,14-10-2024,Home,Decor,Diya Kamdar,Gujarat,East,Card,44324.65,5,939.38
2635,22-03-2024,Electronics,Mobiles,Darpan Iyengar,Gujarat,South,UPI,8870.25,2,2660.17
2636,24-07-2024,Fashion,Women,Sachi Shetty,UP,West,UPI,30252.36,2,6236.2
2637,22-06-2025,Fashion,Women,Omya Mander,UP,North,Card,14893.42,2,789.98
2638,09-04-2024,Grocery,Staples,Veda Munshi,Delhi,West,Card,19164.8,5,-399.03
2639,03-06-2025,Electronics,Laptops,Noah Kapur,Tamil Nadu,East,Card,31034.19,3,2803.52
2640,16-08-2024,Home,Kitchen,Aadi Dhingra,Gujarat,South,UPI,23040.4,4,5479.69
2641,30-07-2025,Grocery,Beverages,Ekiya Mann,Tamil Nadu,West,UPI,34219.61,4,-460.86
2642,02-11-2024,Fashion,Kids,Dipta Khare,Gujarat,East,Card,41078.13,2,4482.02
2643,06-11-2024,Home,Decor,Zehaan Cheema,Karnataka,North,Card,21385.52,3,-3915.38
2644,14-04-2025,Home,Decor,Dalaja Ganesh,Tamil Nadu,West,UPI,48200.69,4,-2746.83
2645,09-08-2025,Fashion,Kids,Varenya Tank,UP,East,Card,21742.66,2,2866.8
2646,11-10-2024,Grocery,Snacks,Kritika Vaidya,Maharashtra,North,UPI,23983.15,1,4765.39
2647,20-02-2025,Fashion,Men,Logan Chahal,Delhi,East,COD,47299.95,3,-83.04
2648,08-12-2023,Home,Furniture,Viraj Parikh,Delhi,West,Card,38696.04,2,2871.4
2649,25-04-2025,Electronics,Mobiles,Rachit Singhal,Delhi,West,Card,21136.86,4,732.19
2650,15-06-2024,Electronics,Mobiles,Nikita Buch,Maharashtra,North,UPI,39950.21,2,-7596.2
2651,04-05-2024,Fashion,Men,Ekanta Wason,Maharashtra,West,COD,33695.7,4,7248.84
2652,10-04-2024,Home,Kitchen,Samaksh Saha,Maharashtra,West,COD,36609.12,3,-5885.99
2653,30-04-2024,Grocery,Beverages,Aadhya Mody,Tamil Nadu,North,Card,10296.18,2,2415.11
2654,15-03-2024,Home,Decor,Faris Dhillon,UP,East,COD,40835.25,3,9731.03
2655,17-03-2025,Grocery,Snacks,Vedhika Bhandari,Maharashtra,North,Card,8198.07,4,-327.3
2656,27-03-2024,Fashion,Men,Bhanumati Khanna,Delhi,East,Card,14307.38,4,1120.52
2657,02-06-2024,Grocery,Staples,Ira Vyas,Delhi,East,UPI,1630.29,5,458.8
2658,01-08-2025,Electronics,Accessories,Kiaan Bava,Tamil Nadu,South,Card,4877.5,5,-52.04
2659,10-07-2024,Fashion,Men,Ganga Loyal,Maharashtra,West,Card,44802.52,3,-6867.15
2660,14-06-2024,Electronics,Laptops,Kabir Krishnan,Karnataka,West,Card,23295.72,5,4453.6
2661,10-04-2024,Electronics,Accessories,Sudiksha Dey,Delhi,South,UPI,418.14,1,110.49
2662,13-01-2024,Home,Decor,Indrajit Basu,Karnataka,East,Card,36663.32,5,10910.56
2663,11-07-2025,Grocery,Staples,Gautam Buch,Tamil Nadu,East,Card,17957.31,3,3428.19
2664,30-12-2023,Grocery,Beverages,Sai Bala,Karnataka,West,Card,28262.7,5,1602.13
2665,30-03-2025,Fashion,Kids,Deepa Dayal,UP,South,Card,49494.12,2,-4363.08
2666,21-12-2024,Fashion,Women,Tanveer Sinha,UP,East,UPI,15723.06,5,-2602
2667,23-11-2024,Grocery,Beverages,Vansha Madan,Gujarat,East,Card,21392.54,2,2260.43
2668,07-05-2025,Fashion,Kids,Ladli Parsa,Karnataka,East,UPI,31953.89,4,-5227.45
2669,16-12-2023,Fashion,Men,Pushti Sha,Maharashtra,South,COD,29776.19,4,415.95
2670,26-10-2024,Home,Furniture,Yashodhara Shan,Tamil Nadu,East,Card,1682.46,5,300.27
2671,30-09-2024,Home,Decor,Yashodhara Tank,Karnataka,South,UPI,39292.64,3,1716.13
2672,21-10-2024,Home,Decor,Lipika Dasgupta,Maharashtra,East,COD,9717.85,4,-1439.49
2673,29-08-2025,Fashion,Kids,Jhalak Tiwari,Tamil Nadu,West,COD,1512.66,2,-191.37
2674,15-10-2023,Grocery,Snacks,Fiyaz Kapadia,Gujarat,North,Card,20719.49,5,-1985.48
2675,14-07-2025,Grocery,Staples,Wyatt Sha,UP,East,Card,47118.32,5,-326.05
2676,25-05-2025,Fashion,Men,Pranav Dugar,Maharashtra,North,UPI,43300.37,5,7549.03
2677,26-02-2024,Grocery,Beverages,Yashodhara Garg,Tamil Nadu,East,COD,11253.22,5,-275.68
2678,08-03-2025,Home,Kitchen,Balveer Mohanty,UP,South,UPI,12177.52,4,1295.84
2679,02-01-2024,Grocery,Snacks,Karan Suri,Delhi,East,Card,49682.33,2,11965.14
2680,09-11-2023,Electronics,Laptops,Tristan Kulkarni,UP,South,COD,43700.34,3,-2592.63
2681,01-04-2024,Electronics,Accessories,Chanchal Kapur,Tamil Nadu,West,COD,20935.57,5,4789.21
2682,29-06-2024,Home,Decor,Rehaan Gaba,Maharashtra,South,Card,40720.34,2,6203.62
2683,06-01-2024,Grocery,Snacks,Wakeeta Khatri,Tamil Nadu,West,COD,1140.66,5,193.62
2684,05-03-2025,Electronics,Laptops,Aarav Hora,Gujarat,North,COD,6186.38,5,547.93
2685,17-02-2024,Electronics,Laptops,Balvan Narayanan,Tamil Nadu,East,COD,28419.33,4,-3968.71
2686,25-11-2024,Grocery,Snacks,Kamala Bera,Delhi,South,COD,5342.69,3,1145.76
2687,12-12-2023,Home,Furniture,Kamala Baral,Delhi,South,COD,30732.54,3,-3745.85
2688,18-08-2024,Electronics,Accessories,Irya Khatri,UP,North,UPI,3807.39,1,107.99
2689,22-03-2025,Grocery,Beverages,Kamya Devan,Maharashtra,North,COD,25856.08,5,-707.31
2690,25-10-2023,Electronics,Laptops,Varsha Dave,UP,South,Card,29461.64,4,1344.83
2691,19-03-2025,Fashion,Men,Ekantika Karpe,Delhi,East,UPI,47963.14,5,13273.01
2692,24-07-2024,Grocery,Beverages,Yashoda Sama,Tamil Nadu,West,COD,48055.96,1,8623.44
2693,23-04-2025,Grocery,Staples,Jacob Bala,Karnataka,West,COD,20884.51,2,442.14
2694,17-04-2024,Fashion,Men,Charvi Mukhopadhyay,UP,South,Card,33569.07,2,-4363.29
2695,03-06-2025,Grocery,Beverages,Ekansh Chad,Karnataka,East,Card,48572.13,2,-1806.01
2696,20-07-2024,Home,Decor,Shivani Barad,UP,East,Card,28903.09,4,-5025.69
2697,04-03-2024,Fashion,Men,Wazir Buch,Gujarat,West,UPI,5065.02,4,1110.46
2698,12-05-2025,Home,Decor,Prisha Pal,Tamil Nadu,North,UPI,27008.93,3,2608.98
2699,04-04-2024,Fashion,Women,Osha Sura,Gujarat,West,Card,44695.49,5,3503.85
2700,25-05-2024,Grocery,Beverages,Radhika Thaker,Karnataka,East,UPI,24736.23,5,3488.06
2701,23-03-2024,Electronics,Accessories,Jeet Bains,Maharashtra,West,UPI,5283.01,3,-267.24
2702,16-03-2024,Home,Kitchen,Brinda Mangat,Karnataka,South,Card,22638.78,1,2691.82
2703,13-03-2024,Grocery,Beverages,Nachiket Bahri,Karnataka,West,Card,3449.69,1,-230.81
2704,21-07-2024,Electronics,Accessories,Darpan Sami,Gujarat,North,COD,13141.16,5,1798.98
2705,05-01-2025,Home,Kitchen,Yashoda Banik,UP,South,UPI,20885.84,4,-988.22
2706,26-07-2024,Fashion,Kids,Keya Hegde,Maharashtra,North,Card,4029.69,3,-51.85
2707,17-08-2024,Grocery,Snacks,Unni Lal,Delhi,South,UPI,38563.87,2,-3286.99
2708,28-05-2025,Grocery,Snacks,Bishakha Chhabra,Gujarat,North,Card,15446.7,3,-2751.38
2709,30-03-2025,Home,Decor,Yashawini Lalla,Karnataka,East,Card,39467.34,2,5323.58
2710,08-07-2025,Fashion,Men,Urvi Bhardwaj,Karnataka,East,UPI,15446,4,-922.22
2711,24-08-2024,Grocery,Staples,Henry Maharaj,UP,West,Card,42948.16,2,-5304
2712,06-09-2025,Fashion,Women,Vrinda Dash,Tamil Nadu,South,UPI,26005,5,-791.95
2713,08-09-2024,Grocery,Beverages,Pranit Joshi,Tamil Nadu,East,COD,26200.77,4,3662.98
2714,13-08-2025,Fashion,Women,Hemal Sibal,Gujarat,South,COD,34309.6,3,3039.51
2715,09-11-2024,Grocery,Staples,Jairaj Nigam,Tamil Nadu,West,Card,31010.46,3,9058.79
2716,25-10-2024,Grocery,Staples,Jeevika Parmar,Maharashtra,West,UPI,12137.45,4,2001.44
2717,09-12-2023,Grocery,Staples,Forum Ratti,Tamil Nadu,East,UPI,1199.46,4,198.1
2718,25-05-2025,Electronics,Accessories,Guneet Tank,Karnataka,North,UPI,43873.39,4,8166.21
2719,27-10-2024,Grocery,Beverages,Anusha Halder,Gujarat,South,Card,3437.73,5,-66.52
2720,31-07-2024,Fashion,Kids,Chaaya Pandya,UP,West,UPI,3233.4,3,538.11
2721,30-12-2023,Home,Furniture,Dalbir Raja,Tamil Nadu,East,COD,20611.32,4,-3673.27
2722,17-06-2025,Home,Kitchen,Tanveer Dutt,Delhi,East,COD,11234.08,3,956.87
2723,03-07-2024,Grocery,Staples,Mason Bhattacharyya,Tamil Nadu,South,Card,43142.51,5,3628.59
2724,20-02-2024,Home,Kitchen,Warinder Bhat,Karnataka,North,UPI,33829.77,4,-5773.57
2725,17-10-2024,Electronics,Laptops,Chavvi Swaminathan,Maharashtra,South,COD,21636.55,2,326.64
2726,20-02-2024,Electronics,Laptops,Vrinda Rama,Delhi,South,COD,40136.45,5,-4237.71
2727,15-05-2025,Grocery,Staples,Finn Joshi,Maharashtra,North,COD,9690.43,3,2798.47
2728,07-06-2025,Grocery,Beverages,Ira Pandit,Tamil Nadu,South,UPI,4711.26,5,792.17
2729,30-06-2024,Fashion,Men,Lekha Arya,Karnataka,East,UPI,46822.55,1,-6923.52
2730,18-12-2023,Grocery,Staples,Manbir Dube,Gujarat,East,UPI,37108.31,2,4494.22
2731,18-06-2024,Electronics,Laptops,Dakshesh Tella,Gujarat,South,Card,20225.91,4,1242.55
2732,06-04-2025,Grocery,Beverages,Rachit Chakrabarti,Karnataka,North,Card,24812.91,3,-401.05
2733,21-02-2024,Electronics,Accessories,Advay Majumdar,Maharashtra,North,UPI,43702.93,5,9802.88
2734,09-02-2024,Grocery,Beverages,Warinder Wason,Delhi,East,COD,30230.46,5,-5839.65
2735,01-03-2024,Grocery,Snacks,Zaid Nagarajan,Delhi,West,Card,11052.76,3,-1573.82
2736,09-04-2025,Electronics,Laptops,Jai Sinha,Maharashtra,West,COD,48784.56,4,-2900.91
2737,20-04-2025,Home,Furniture,Samesh Garg,Maharashtra,North,Card,32527.81,1,-5203.62
2738,13-08-2025,Grocery,Snacks,Urmi Jaggi,Gujarat,West,Card,46451.62,4,8650.21
2739,13-12-2024,Grocery,Snacks,Harrison Vyas,Delhi,East,UPI,13639.65,1,-2488.35
2740,17-07-2025,Fashion,Women,Arya Narayanan,Delhi,West,Card,39066.73,4,-4049.07
2741,26-05-2025,Fashion,Women,Amruta Peri,Gujarat,West,Card,30928.01,4,3003.06
2742,26-06-2025,Home,Decor,Qushi Sagar,Karnataka,West,UPI,47239.06,5,-572.43
2743,23-03-2025,Electronics,Mobiles,Ayushman Hari,Tamil Nadu,South,Card,36983.92,1,-3099.56
2744,07-09-2025,Fashion,Kids,Adya Parmer,Delhi,West,Card,45678.87,1,-2764.54
2745,05-10-2024,Fashion,Men,Tripti Deshpande,Tamil Nadu,West,Card,31373.32,2,7243.96
2746,16-09-2024,Electronics,Laptops,Wazir Swaminathan,UP,South,UPI,28281.13,5,-2029.28
2747,17-10-2024,Fashion,Kids,Daksh Char,Maharashtra,South,Card,22786.72,4,306.83
2748,12-09-2024,Electronics,Accessories,Hema Basu,Delhi,South,COD,17942.28,5,-1171.58
2749,03-06-2025,Grocery,Snacks,Qadim Johal,UP,North,UPI,11873.41,5,-1127.37
2750,25-04-2024,Fashion,Men,Shivansh Raj,Delhi,South,Card,7399.81,2,-1401.97
2751,03-07-2024,Fashion,Men,Vritti Krishna,Delhi,West,COD,14001.34,5,1296.58
2752,30-12-2024,Grocery,Staples,Chandani Deshpande,Delhi,South,COD,29357.37,3,7749.08
2753,07-07-2024,Fashion,Kids,Oni Kala,UP,South,COD,11227.68,5,589.74
2754,10-11-2024,Electronics,Laptops,Tarak Gera,Maharashtra,South,UPI,22978.15,1,1621.08
2755,24-12-2023,Fashion,Kids,Harshil Dua,Karnataka,West,UPI,11294.21,4,-907.17
2756,30-08-2025,Fashion,Kids,Amol Acharya,UP,West,COD,5382.42,4,-116.08
2757,09-09-2024,Fashion,Kids,Yashasvi Soni,Maharashtra,North,COD,27429.05,5,-5453.83
2758,25-04-2024,Home,Furniture,Warda Mangal,Gujarat,West,Card,22603.22,5,3083.05
2759,18-05-2024,Fashion,Kids,Ekiya Balasubramanian,Maharashtra,West,COD,29144.03,4,3606.49
2760,26-01-2024,Electronics,Accessories,Panini Tripathi,UP,North,COD,26983.86,1,6542.12
2761,31-03-2024,Electronics,Mobiles,Ira Golla,Karnataka,South,UPI,34949.86,2,-2757.74
2762,27-04-2025,Home,Furniture,Dalaja Hans,Karnataka,East,COD,25790.77,5,6512.64
2763,21-12-2023,Fashion,Kids,Chaitaly Bhasin,Gujarat,South,UPI,2623.36,1,333.58
2764,05-07-2024,Grocery,Beverages,Aadhya Rai,UP,East,COD,41115.11,1,-7839.62
2765,14-04-2024,Fashion,Women,Nandini Karpe,Tamil Nadu,West,Card,30056.91,3,4532.54
2766,15-10-2023,Electronics,Accessories,Vasana Patla,UP,North,UPI,12285.27,2,-836.8
2767,03-11-2024,Home,Furniture,Saumya Nagar,UP,East,Card,12366.8,5,-381.81
2768,24-10-2023,Home,Kitchen,Geetika Dass,Tamil Nadu,North,Card,19303.35,4,3022.56
2769,10-06-2024,Grocery,Snacks,Veer Baria,Maharashtra,East,UPI,39831.23,2,-4124.06
2770,17-04-2025,Grocery,Beverages,Yauvani Garde,UP,South,UPI,26191.6,1,-3141.07
2771,26-11-2023,Home,Decor,Dev Ramesh,Maharashtra,South,UPI,28764.26,3,-281.56
2772,17-12-2023,Electronics,Laptops,Rajata De,Karnataka,North,Card,32200.89,5,5337
2773,24-11-2024,Home,Decor,Tanay Chokshi,Gujarat,South,COD,33334.62,2,8338.31
2774,05-12-2024,Home,Decor,Yatin Shukla,Tamil Nadu,East,UPI,48432.59,3,-5995.04
2775,26-12-2023,Electronics,Laptops,Harita Lad,Gujarat,East,COD,26841.79,2,1195.77
2776,12-06-2025,Fashion,Men,Nitara Dutt,Maharashtra,East,Card,44500.56,3,-4957.04
2777,01-01-2024,Grocery,Staples,Triya Singh,Delhi,North,COD,37124.9,5,5612.77
2778,10-03-2025,Electronics,Mobiles,Indira Desai,Gujarat,East,Card,14673.93,4,4130.81
2779,14-06-2024,Electronics,Mobiles,Upma Virk,Delhi,West,UPI,9216.86,2,-183.98
2780,30-11-2023,Electronics,Mobiles,Zashil Gole,Gujarat,West,COD,38674.8,5,-4303.87
